Taxon	Value	Name	UniRuleId
2	3.20.20.70:FF:000213	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	ARBA00018464
NA	IPR011701,IPR020846,IPR023697	Multidrug resistance protein MdtL	ARBA00018468
2	1.20.1720.10:FF:000003	Multidrug resistance protein MdtL	ARBA00018468
147538	IPR001179,IPR023566	FK506-binding protein 4	ARBA00018469
NA	IPR002528,IPR022913,IPR048279	Multidrug resistance protein MdtK	ARBA00018471
91347	IPR010236,IPR013126	Chaperone protein HscA	ARBA00018474
NA	2.60.34.10:FF:000005,3.30.420.40:FF:000046,3.90.640.10:FF:000013	Chaperone protein HscA	ARBA00018474
2759	IPR006879,IPR011330	Carbohydrate deacetylase	ARBA00018477
2759	3.20.20.370:FF:000006	Carbohydrate deacetylase	ARBA00018477
543	IPR023497	Acid shock protein	ARBA00018482
NA	IPR002606,IPR014729,IPR023468	Bifunctional riboflavin kinase/FMN adenylyltransferase	ARBA00018483
3379134	3.40.50.620:FF:000021	Bifunctional riboflavin kinase/FMN adenylyltransferase	ARBA00018483
1783272	2.40.30.30:FF:000003	Bifunctional riboflavin kinase/FMN adenylyltransferase	ARBA00018483
1239	2.40.30.30:FF:000004	Bifunctional riboflavin kinase/FMN adenylyltransferase	ARBA00018483
NA	IPR007439,IPR050992,PTHR43693:SF1	Protein phosphatase CheZ	ARBA00018484
2	1.10.287.500:FF:000001	Protein phosphatase CheZ	ARBA00018484
NA	IPR027450,IPR032860,IPR037151	RNA demethylase ALKBH5	ARBA00018485
2759	2.60.120.590:FF:000002	RNA demethylase ALKBH5	ARBA00018485
90964	IPR007138,IPR011008	Signal transduction protein TRAP	ARBA00018486
NA	IPR007243,IPR029318,IPR038274	Beclin-1	ARBA00018490
8292	1.10.418.40:FF:000001	Beclin-1	ARBA00018490
NA	IPR009106,IPR036722,PTHR16655:SF0	Cocaine- and amphetamine-regulated transcript protein	ARBA00018493
2759	4.10.40.30:FF:000001	Cocaine- and amphetamine-regulated transcript protein	ARBA00018493
NA	IPR010569,IPR011993,PTHR10807:SF37	Myotubularin-related protein 12	ARBA00018495
2759	2.30.29.30:FF:000188	Myotubularin-related protein 12	ARBA00018495
NA	IPR001806,IPR003578,IPR041843	Rho-related GTP-binding protein RhoE	ARBA00018498
147537	IPR012423,PTHR13581:SF5	Chromatin modification-related protein EAF7	ARBA00018502
4751	IPR015418	Chromatin modification-related protein EAF6	ARBA00018504
4751	IPR008676,IPR016197	Chromatin modification-related protein EAF3	ARBA00018505
2759	1.10.274.30:FF:000004	Chromatin modification-related protein EAF3	ARBA00018505
2	IPR004933,IPR011250	56 kDa type-specific antigen	ARBA00018506
2759	1.10.8.10:FF:000185,3.60.10.10:FF:000150	5'-tyrosyl-DNA phosphodiesterase	ARBA00018509
2759	IPR016900	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	ARBA00018512
NA	IPR001436,IPR002068,PTHR45640:SF5	Alpha-crystallin B chain	ARBA00018516
2759	2.60.40.790:FF:000011	Alpha-crystallin B chain	ARBA00018516
2759	IPR019012,IPR029063	Trimethylguanosine synthase	ARBA00018517
2759	3.40.50.150:FF:000066	Trimethylguanosine synthase	ARBA00018517
1783272	IPR001451,IPR005881	Serine acetyltransferase	ARBA00018522
2	IPR010493	Serine acetyltransferase	ARBA00018522
1783272	2.160.10.10:FF:000007	Serine acetyltransferase	ARBA00018522
3379134	2.160.10.10:FF:000002	Serine acetyltransferase	ARBA00018522
NA	1.10.3130.10:FF:000003	Serine acetyltransferase	ARBA00018522
NA	IPR000522,IPR037294,PTHR30472:SF21	Probable heme-iron transport system permease protein IsdF	ARBA00018524
90964	1.10.3470.10:FF:000001	Probable heme-iron transport system permease protein IsdF	ARBA00018524
7711	IPR001901,IPR008158	Protein transport protein Sec61 subunit gamma	ARBA00018528
7711	1.20.5.820:FF:000001	Protein transport protein Sec61 subunit gamma	ARBA00018528
4751	IPR000591,IPR027244	Vacuolar membrane-associated protein IML1	ARBA00018529
2759	1.10.10.10:FF:001090	Vacuolar membrane-associated protein IML1	ARBA00018529
4751	1.10.10.10:FF:000707	Vacuolar membrane-associated protein IML1	ARBA00018529
NA	IPR001111,IPR001839,IPR003940	Transforming growth factor beta-2 proprotein	ARBA00018531
2759	2.10.90.10:FF:000004,2.60.120.970:FF:000002	Transforming growth factor beta-2 proprotein	ARBA00018531
40674	IPR001415,IPR003626	Parathyroid hormone-related protein	ARBA00018533
2759	IPR034543,PTHR38425:SF1	Long chronological lifespan protein 2	ARBA00018534
NA	IPR004147,IPR011009,PTHR43851:SF1	Atypical kinase COQ8A, mitochondrial	ARBA00018535
40674	IPR019340,PTHR13556:SF2	Transcriptional adapter 3	ARBA00018537
33208	IPR000719,IPR033931	3-phosphoinositide-dependent protein kinase 1	ARBA00018538
NA	1.10.510.10:FF:000163,2.30.29.30:FF:000126,3.30.200.20:FF:000257	3-phosphoinositide-dependent protein kinase 1	ARBA00018538
2759	2.30.29.30:FF:000324	3-phosphoinositide-dependent protein kinase 1	ARBA00018538
2	IPR001830,IPR012766	Trehalose-6-phosphate synthase	ARBA00018539
2	3.40.50.2000:FF:000024	Trehalose-6-phosphate synthase	ARBA00018539
1783272	3.40.50.2000:FF:000102	Trehalose-6-phosphate synthase	ARBA00018539
NA	IPR004503,IPR041293,IPR045864	Type-2 serine--tRNA ligase	ARBA00018541
147537	IPR002921,IPR050805	Putative lipase ATG15	ARBA00018542
147545	IPR029058,PTHR47175:SF2	Putative lipase ATG15	ARBA00018542
147545	3.40.50.1820:FF:000129	Putative lipase ATG15	ARBA00018542
2759	3.40.50.1820:FF:000339	Putative lipase ATG15	ARBA00018542
4751	IPR004631,IPR005814	4-aminobutyrate aminotransferase	ARBA00018543
1783272	3.40.640.10:FF:000013,3.90.1150.10:FF:000022	4-aminobutyrate aminotransferase	ARBA00018543
4751	3.40.640.10:FF:000029	4-aminobutyrate aminotransferase	ARBA00018543
451864	3.40.640.10:FF:000073	4-aminobutyrate aminotransferase	ARBA00018543
NA	IPR002931,IPR008979,IPR038765	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	ARBA00018546
33208	2.20.25.10:FF:000011	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	ARBA00018546
2759	2.60.120.1020:FF:000001	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	ARBA00018546
147537	3.10.620.30:FF:000004	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	ARBA00018546
7711	IPR024738,PTHR21277:SF5	Transcriptional adapter 1	ARBA00018547
NA	IPR021063,IPR032419,PTHR31553:SF2	Optineurin	ARBA00018548
2759	1.20.5.990:FF:000002	Optineurin	ARBA00018548
2759	IPR018860,PTHR28579:SF1	Anaphase-promoting complex subunit CDC26	ARBA00018549
NA	IPR001696,IPR005821,PTHR10037:SF208	Sodium channel protein type 10 subunit alpha	ARBA00018550
NA	1.10.238.10:FF:000002,1.10.287.70:FF:000001,1.20.120.350:FF:000049	Sodium channel protein type 10 subunit alpha	ARBA00018550
90964	IPR002130,IPR024936	Putative peptidyl-prolyl cis-trans isomerase	ARBA00018552
115366	IPR013152,IPR039236	Gastrin	ARBA00018558
147537	IPR001005,IPR014012	Chromatin modification-related protein EAF1	ARBA00018561
2759	1.10.10.60:FF:000484	Chromatin modification-related protein EAF1	ARBA00018561
7203	IPR000007,IPR018066	Protein king tubby	ARBA00018562
7203	3.20.90.10:FF:000001	Protein king tubby	ARBA00018562
7711	IPR001893,IPR017873	Golgi apparatus protein 1	ARBA00018563
NA	IPR000463,IPR000566,IPR031256	Myelin P2 protein	ARBA00018567
2	IPR036291,PTHR43725	UDP-glucose 4-epimerase	ARBA00018569
NA	IPR003869,IPR013692,IPR051203	UDP-glucose 4-epimerase	ARBA00018569
2	3.40.50.720:FF:000040	UDP-glucose 4-epimerase	ARBA00018569
NA	IPR018039,IPR039008,PTHR45652:SF9	Glial fibrillary acidic protein	ARBA00018571
147537	IPR000719,IPR022708	Serine/threonine-protein kinase ATG1	ARBA00018572
147545	IPR008271,IPR045269	Serine/threonine-protein kinase ATG1	ARBA00018572
2759	3.30.200.20:FF:000399	Serine/threonine-protein kinase ATG1	ARBA00018572
147537	1.10.510.10:FF:000817	Serine/threonine-protein kinase ATG1	ARBA00018572
4751	1.10.510.10:FF:000915	Serine/threonine-protein kinase ATG1	ARBA00018572
147548	3.30.200.20:FF:000042	Serine/threonine-protein kinase ATG1	ARBA00018572
NA	IPR002475,IPR003093,IPR013278	Apoptosis regulator Bcl-2	ARBA00018573
2759	1.10.437.10:FF:000006	Apoptosis regulator Bcl-2	ARBA00018573
40674	3.40.50.720:FF:000285	3-oxoacyl-[acyl-carrier-protein] reductase	ARBA00018576
33208	IPR013919,PTHR13299:SF0	Peroxisomal membrane protein PEX16	ARBA00018577
10239	IPR008777	Suppressor of RNA-mediated gene silencing	ARBA00018582
2	IPR008873	Pilin	ARBA00018586
1239	IPR001697,IPR011037	Pyruvate kinase	ARBA00018587
201174	IPR018209,IPR040442	Pyruvate kinase	ARBA00018587
1239	2.40.33.10:FF:000001	Pyruvate kinase	ARBA00018587
201174	3.40.1380.20:FF:000009	Pyruvate kinase	ARBA00018587
147538	3.40.1380.20:FF:000001	Pyruvate kinase	ARBA00018587
1903409	3.40.1380.20:FF:000004	Pyruvate kinase	ARBA00018587
3379134	3.20.20.60:FF:000025	Pyruvate kinase	ARBA00018587
10239	IPR012340,IPR044947	Single-stranded DNA-binding protein	ARBA00018590
2	IPR000631,IPR004443	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
2157	IPR029056,IPR030677	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
2	3.40.50.10260:FF:000003	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
1783272	3.40.50.10260:FF:000008	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
1117	3.40.1190.20:FF:000134,3.40.50.10260:FF:000015	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
29547	3.40.1190.20:FF:000106	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	ARBA00018591
NA	IPR007185,IPR016722,PTHR23061:SF12	DNA polymerase alpha subunit B	ARBA00018596
2759	1.10.8.530:FF:000001,3.60.21.60:FF:000002	DNA polymerase alpha subunit B	ARBA00018596
135623	IPR002830,IPR048304	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ARBA00018597
1236	3.40.1670.10:FF:000001	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ARBA00018597
NA	IPR002048,IPR011992,PTHR19972:SF14	Calbindin	ARBA00018599
NA	1.10.238.10:FF:000054,1.10.238.10:FF:000108,1.10.238.10:FF:000147	Calbindin	ARBA00018599
147538	IPR005835,IPR029044	Mannose-1-phosphate guanyltransferase	ARBA00018601
2759	2.160.10.10:FF:000017,3.90.550.10:FF:000013	Mannose-1-phosphate guanyltransferase	ARBA00018601
NA	IPR014023,IPR016269,IPR025786	RNA-directed RNA polymerase L	ARBA00018602
MISSING	IPR007099	RNA-directed RNA polymerase L	ARBA00018602
2497569	IPR029063	RNA-directed RNA polymerase L	ARBA00018602
2559587	IPR048006	RNA-directed RNA polymerase L	ARBA00018602
2497570	IPR017235	RNA-directed RNA polymerase L	ARBA00018602
11271	IPR017234,IPR039530	RNA-directed RNA polymerase L	ARBA00018602
10239	3.40.50.150:FF:000473	RNA-directed RNA polymerase L	ARBA00018602
2559587	3.40.91.60:FF:000001	RNA-directed RNA polymerase L	ARBA00018602
2732396	3.90.70.80:FF:000035	RNA-directed RNA polymerase L	ARBA00018602
7711	IPR011989,IPR024687	MMS19 nucleotide excision repair protein homolog	ARBA00018604
2759	1.25.10.10:FF:000114	MMS19 nucleotide excision repair protein homolog	ARBA00018604
2731361	IPR029060	Virion host shutoff protein	ARBA00018606
147545	IPR025700,IPR036188	L-ornithine N(5)-monooxygenase	ARBA00018612
2759	3.50.50.60:FF:000195	L-ornithine N(5)-monooxygenase	ARBA00018612
NA	IPR008984,IPR011146,IPR019808	Aprataxin	ARBA00018614
7711	3.30.428.10:FF:000004	Aprataxin	ARBA00018614
2759	IPR019367,PTHR11805:SF1	Cysteine-rich PDZ-binding protein	ARBA00018615
NA	IPR000734,IPR001024,PTHR11610:SF3	Lipoprotein lipase	ARBA00018617
2759	2.60.60.20:FF:000006,3.40.50.1820:FF:000031	Lipoprotein lipase	ARBA00018617
1206794	IPR002928,PTHR46349:SF6	Paramyosin	ARBA00018623
2697495	PTHR46349	Paramyosin	ARBA00018623
2759	1.20.5.340:FF:000035,1.20.5.370:FF:000001	Paramyosin	ARBA00018623
NA	IPR000276,IPR017452,PTHR24248:SF136	D(1B) dopamine receptor	ARBA00018627
32008	IPR006135,IPR006307	Secretion apparatus protein BsaZ	ARBA00018628
2759	IPR019329	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	ARBA00018632
147537	3.90.640.10:FF:000040	Actin-like protein ARP6	ARBA00018633
4751	3.90.640.10:FF:000014	Actin-like protein ARP6	ARBA00018633
NA	2.30.36.70:FF:000011,3.30.420.40:FF:000058,3.90.640.10:FF:000036	Actin-like protein ARP6	ARBA00018633
451864	2.30.36.70:FF:000003	Actin-like protein ARP6	ARBA00018633
NA	IPR002803,IPR036076,PTHR38341:SF1	Fructose-1,6-bisphosphate aldolase/phosphatase	ARBA00018635
NA	IPR001264,IPR001460,IPR011813	Penicillin-binding protein 1B	ARBA00018637
2	1.10.3810.10:FF:000002	Penicillin-binding protein 1B	ARBA00018637
3379134	3.40.710.10:FF:000006	Penicillin-binding protein 1B	ARBA00018637
NA	IPR001264,IPR001460,IPR031376	Penicillin-binding protein 1A	ARBA00018638
186801	IPR036950,IPR050396	Penicillin-binding protein 1A	ARBA00018638
186801	1.10.3810.10:FF:000001	Penicillin-binding protein 1A	ARBA00018638
2	1.10.3810.10:FF:000003,3.40.710.10:FF:000041	Penicillin-binding protein 1A	ARBA00018638
1783272	3.40.710.10:FF:000020	Penicillin-binding protein 1A	ARBA00018638
3379134	3.40.710.10:FF:000010	Penicillin-binding protein 1A	ARBA00018638
39740	IPR001788,IPR043502	RNA-directed RNA polymerase 2a	ARBA00018640
33090	IPR002128	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic	ARBA00018648
2759	1.20.5.2700:FF:000003	NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic	ARBA00018648
10239	IPR007532	Early transcription factor 82 kDa subunit	ARBA00018649
NA	IPR001660,IPR013761,IPR015327	Protein Smaug	ARBA00018651
2759	1.10.150.50:FF:000076,1.25.40.170:FF:000005	Protein Smaug	ARBA00018651
10239	IPR009079,IPR020423	Viral interleukin-10 homolog	ARBA00018653
10239	1.20.1250.10:FF:000011	Viral interleukin-10 homolog	ARBA00018653
10239	IPR006965,IPR038710	Early E3 18.5 kDa glycoprotein	ARBA00018654
10239	2.60.40.3530:FF:000002	Early E3 18.5 kDa glycoprotein	ARBA00018654
NA	IPR009249,IPR023658,PTHR34557:SF1	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	ARBA00018659
147537	IPR001645,IPR023600	Folylpolyglutamate synthase	ARBA00018660
2759	3.40.1190.10:FF:000009,3.90.190.20:FF:000009	Folylpolyglutamate synthase	ARBA00018660
33090	3.90.190.20:FF:000011	Folylpolyglutamate synthase	ARBA00018660
91347	IPR007453,IPR025526	Sulfurtransferase TusE	ARBA00018661
91347	1.10.10.370:FF:000001	Sulfurtransferase TusE	ARBA00018661
10239	IPR004284	Protein VP5	ARBA00018662
2732526	IPR007031,IPR014900	Zinc finger protein B385R	ARBA00018664
40674	IPR000504,IPR006532	Poly(U)-binding-splicing factor PUF60	ARBA00018665
40674	3.30.70.330:FF:000133,3.30.70.330:FF:000136	Poly(U)-binding-splicing factor PUF60	ARBA00018665
NA	IPR000436,IPR001254,PTHR46393:SF1	Complement factor B	ARBA00018671
NA	2.10.70.10:FF:000019,2.10.70.10:FF:000052,3.40.50.410:FF:000056	Complement factor B	ARBA00018671
186801	IPR001789,IPR011006	Stage 0 sporulation protein A homolog	ARBA00018672
186801	1.10.10.10:FF:000107	Stage 0 sporulation protein A homolog	ARBA00018672
40674	IPR001254,PTHR24271:SF54	Complement factor D	ARBA00018673
NA	IPR001297,IPR009050,IPR012128	Phycobiliprotein ApcE	ARBA00018674
2759	IPR019174,PTHR15083:SF0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	ARBA00018675
40674	IPR026772,PTHR31185:SF0	Fin bud initiation factor homolog	ARBA00018676
2759	IPR008698,PTHR20900:SF0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	ARBA00018677
2759	IPR012575,PTHR15222:SF2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	ARBA00018678
2	IPR000634,IPR004450	Threonine synthase	ARBA00018679
NA	IPR001926,IPR026260,IPR036052	Threonine synthase	ARBA00018679
NA	3.40.50.1100:FF:000014	Threonine synthase	ARBA00018679
2	3.40.50.1100:FF:000026	Threonine synthase	ARBA00018679
2759	3.40.50.1100:FF:000046,3.90.1380.10:FF:000003	Threonine synthase	ARBA00018679
33208	IPR012576,PTHR15082:SF2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	ARBA00018680
2759	IPR009866	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	ARBA00018681
2759	IPR033034	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	ARBA00018684
2759	IPR027417,PTHR45916:SF1	Structural maintenance of chromosomes protein 5	ARBA00018687
2759	3.40.50.300:FF:000793	Structural maintenance of chromosomes protein 5	ARBA00018687
NA	3.40.50.300:FF:001301	Structural maintenance of chromosomes protein 5	ARBA00018687
NA	IPR019310,IPR050786,PTHR33911:SF1	rRNA-processing protein EFG1	ARBA00018689
33208	IPR003395,IPR041741	Structural maintenance of chromosomes protein 3	ARBA00018690
33208	3.40.50.300:FF:000370,3.40.50.300:FF:000424	Structural maintenance of chromosomes protein 3	ARBA00018690
NA	3.30.70.1620:FF:000013	Structural maintenance of chromosomes protein 3	ARBA00018690
NA	IPR012955,IPR057476,PTHR14043	Protein CASP	ARBA00018691
2	IPR031471	Protein BptA	ARBA00018692
2759	3.40.50.300:FF:000481	Structural maintenance of chromosomes protein 4	ARBA00018693
33208	3.40.50.300:FF:000278,3.40.50.300:FF:000385	Structural maintenance of chromosomes protein 2	ARBA00018694
NA	IPR000773,IPR009079,PTHR10059:SF0	Granulocyte-macrophage colony-stimulating factor	ARBA00018697
2759	1.20.1250.10:FF:000028	Granulocyte-macrophage colony-stimulating factor	ARBA00018697
NA	IPR000938,IPR001394,IPR018200	Ubiquitin carboxyl-terminal hydrolase CYLD	ARBA00018699
NA	2.30.30.190:FF:000004,2.30.30.190:FF:000006,2.30.30.190:FF:000007	Ubiquitin carboxyl-terminal hydrolase CYLD	ARBA00018699
NA	IPR000119,IPR005685,IPR010992	Integration host factor subunit beta	ARBA00018700
2	4.10.520.10:FF:000003	Integration host factor subunit beta	ARBA00018700
91347	IPR004360,IPR004361	Lactoylglutathione lyase	ARBA00018701
33090	IPR037523,PTHR10374:SF30	Lactoylglutathione lyase	ARBA00018701
2759	3.10.180.10:FF:000011	Lactoylglutathione lyase	ARBA00018701
91347	3.10.180.10:FF:000002	Lactoylglutathione lyase	ARBA00018701
4751	IPR027417,IPR032319	Polynucleotide 5'-hydroxyl-kinase grc3	ARBA00018706
2759	3.40.50.300:FF:001156	Polynucleotide 5'-hydroxyl-kinase grc3	ARBA00018706
4751	3.40.50.300:FF:002306	Polynucleotide 5'-hydroxyl-kinase grc3	ARBA00018706
451864	3.40.50.300:FF:002899	Polynucleotide 5'-hydroxyl-kinase grc3	ARBA00018706
4890	3.40.50.300:FF:003052	Polynucleotide 5'-hydroxyl-kinase grc3	ARBA00018706
NA	IPR029158,IPR038623,IPR047191	Stimulator of interferon genes protein	ARBA00018708
2759	1.20.5.5200:FF:000001,3.40.50.12100:FF:000001	Stimulator of interferon genes protein	ARBA00018708
3379134	IPR000515,IPR011867	Molybdenum transport system permease protein ModB	ARBA00018710
2	1.10.3720.10:FF:000018	Molybdenum transport system permease protein ModB	ARBA00018710
1783272	1.10.3720.10:FF:000128	Molybdenum transport system permease protein ModB	ARBA00018710
3379134	1.10.3720.10:FF:000054	Molybdenum transport system permease protein ModB	ARBA00018710
1236	IPR001173,IPR003919	Cellulose synthase catalytic subunit [UDP-forming]	ARBA00018714
2	2.40.10.220:FF:000001,3.90.550.10:FF:000061	Cellulose synthase catalytic subunit [UDP-forming]	ARBA00018714
NA	IPR017942,IPR017943,PTHR47015:SF1	BPI fold-containing family A member 1	ARBA00018715
2759	3.15.10.10:FF:000003	BPI fold-containing family A member 1	ARBA00018715
NA	IPR000835,IPR010166,IPR016998	HTH-type transcriptional regulator rot	ARBA00018717
2	1.10.10.10:FF:000715	HTH-type transcriptional regulator rot	ARBA00018717
86661	IPR000847,IPR005119	HTH-type transcriptional regulator CzcR	ARBA00018718
86661	1.10.10.10:FF:000001	HTH-type transcriptional regulator CzcR	ARBA00018718
91061	IPR005982,IPR008255	Thioredoxin reductase	ARBA00018719
28211	IPR023753,IPR050097	Thioredoxin reductase	ARBA00018719
451866	3.50.50.60:FF:000064	Thioredoxin reductase	ARBA00018719
2698737	3.50.50.60:FF:000190	Thioredoxin reductase	ARBA00018719
10239	IPR006858	Apoptin	ARBA00018720
NA	IPR001187,IPR003961,IPR013783	Tissue factor	ARBA00018722
2759	2.60.40.10:FF:000746	Tissue factor	ARBA00018722
33208	2.60.40.10:FF:000899	Tissue factor	ARBA00018722
NA	IPR001926,IPR002028,IPR006653	Tryptophan synthase	ARBA00018724
NA	3.20.20.70:FF:000151,3.40.50.1100:FF:000001,3.40.50.1100:FF:000004	Tryptophan synthase	ARBA00018724
35493	IPR006814	Photosystem II 10 kDa polypeptide, chloroplastic	ARBA00018725
NA	IPR000276,IPR003905,PTHR24243:SF7	Growth hormone secretagogue receptor type 1	ARBA00018726
2759	1.20.1070.10:FF:000125	Growth hormone secretagogue receptor type 1	ARBA00018726
4751	IPR009011,IPR045149	Protein OS-9 homolog	ARBA00018727
2759	2.70.130.10:FF:000021	Protein OS-9 homolog	ARBA00018727
4751	2.70.130.10:FF:000025	Protein OS-9 homolog	ARBA00018727
NA	IPR000594,IPR006285,IPR032197	Ubiquitin-like modifier-activating enzyme atg7	ARBA00018730
2759	3.40.50.720:FF:000243	Ubiquitin-like modifier-activating enzyme atg7	ARBA00018730
NA	3.40.140.70:FF:000001	Ubiquitin-like modifier-activating enzyme atg7	ARBA00018730
451864	3.40.50.720:FF:000395	Ubiquitin-like modifier-activating enzyme atg7	ARBA00018730
147537	IPR019098	Histone H2A.Z-specific chaperone chz1	ARBA00018732
NA	IPR003599,IPR007110,IPR042472	Matrix remodeling-associated protein 8	ARBA00018734
314147	2.60.40.10:FF:000806	Matrix remodeling-associated protein 8	ARBA00018734
11646	IPR001878,IPR001995	Gag-Pol polyprotein	ARBA00018735
NA	IPR000477,IPR001037,IPR012344	Gag-Pol polyprotein	ARBA00018735
NA	IPR002156,IPR021109,IPR040643	Gag-Pol polyprotein	ARBA00018735
10239	3.30.420.10:FF:000017	Gag-Pol polyprotein	ARBA00018735
2732514	3.30.70.270:FF:000006	Gag-Pol polyprotein	ARBA00018735
2169561	2.30.30.10:FF:000001	Gag-Pol polyprotein	ARBA00018735
11632	3.30.420.10:FF:000094,3.30.70.270:FF:000020	Gag-Pol polyprotein	ARBA00018735
327045	2.40.70.10:FF:000087	Gag-Pol polyprotein	ARBA00018735
153057	1.10.375.10:FF:000003,3.30.420.10:FF:000184	Gag-Pol polyprotein	ARBA00018735
33183	IPR001279,IPR036388	Lactamase-like protein nscB	ARBA00018739
33183	3.60.15.10:FF:000041	Lactamase-like protein nscB	ARBA00018739
2759	1.10.10.10:FF:001025	Lactamase-like protein nscB	ARBA00018739
147545	IPR006594,IPR006595	Protein FYV10	ARBA00018741
33208	IPR003958,IPR042225	Protein Dr1	ARBA00018742
33208	1.10.20.10:FF:000019	Protein Dr1	ARBA00018742
147537	IPR003789,IPR019004	Altered inheritance of mitochondria protein 41, mitochondrial	ARBA00018743
2759	1.10.1510.10:FF:000002	Altered inheritance of mitochondria protein 41, mitochondrial	ARBA00018743
2157	3.20.20.70:FF:000388	tRNA uridine(34) acetyltransferase	ARBA00018747
7711	IPR012923,IPR040038	TIMELESS-interacting protein	ARBA00018750
314145	3.40.50.1820:FF:000012	Gastric triacylglycerol lipase	ARBA00018752
2	IPR009080,IPR014758	Methionine--tRNA ligase	ARBA00018753
NA	2.40.50.140:FF:000042	Methionine--tRNA ligase	ARBA00018753
2	2.170.220.10:FF:000002	Methionine--tRNA ligase	ARBA00018753
3379134	2.20.28.20:FF:000001	Methionine--tRNA ligase	ARBA00018753
147537	IPR016087,PTHR47284:SF3	Altered inheritance of mitochondria protein 18, mitochondrial	ARBA00018755
1890424	IPR004464,PTHR30447:SF0	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase	ARBA00018756
1890424	3.40.190.90:FF:000001	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase	ARBA00018756
33208	IPR005708,IPR011051	Homogentisate 1,2-dioxygenase	ARBA00018757
2759	2.60.120.10:FF:000026	Homogentisate 1,2-dioxygenase	ARBA00018757
33090	2.60.120.10:FF:000069	Homogentisate 1,2-dioxygenase	ARBA00018757
NA	IPR000484,IPR005781,IPR036854	Reaction center protein M chain	ARBA00018761
2	IPR006961,IPR054634	Harpin HrpZ	ARBA00018764
NA	IPR013126,IPR018181,IPR042048	Heat shock 70 kDa protein 13	ARBA00018765
NA	3.30.420.40:FF:000099,3.30.420.40:FF:000103,3.30.420.40:FF:000110	Heat shock 70 kDa protein 13	ARBA00018765
NA	IPR013126,IPR018181,IPR042049	Heat shock 70 kDa protein 14	ARBA00018766
40674	2.60.34.10:FF:000013,3.30.30.30:FF:000008	Heat shock 70 kDa protein 14	ARBA00018766
NA	IPR003597,IPR007110,PTHR19944:SF62	Beta-2-microglobulin	ARBA00018767
2759	2.60.40.10:FF:001005	Beta-2-microglobulin	ARBA00018767
1236	IPR001690,IPR016181	Acyl-homoserine-lactone synthase	ARBA00018768
33208	IPR006162,IPR020806	Fatty acid synthase	ARBA00018769
NA	IPR014030,IPR014031,PTHR43775:SF7	Fatty acid synthase	ARBA00018769
33208	1.10.1200.10:FF:000013	Fatty acid synthase	ARBA00018769
NA	IPR000276,IPR000586,IPR002074	Somatostatin receptor type 2	ARBA00018772
33208	IPR014644,IPR025799	Protein arginine N-methyltransferase 7	ARBA00018773
2759	3.40.50.150:FF:000070,3.40.50.150:FF:000071	Protein arginine N-methyltransferase 7	ARBA00018773
33208	2.70.160.11:FF:000014	Protein arginine N-methyltransferase 7	ARBA00018773
4447	2.70.160.11:FF:000013,2.70.160.11:FF:000017	Protein arginine N-methyltransferase 7	ARBA00018773
NA	IPR000640,IPR031950,IPR041095	116 kDa U5 small nuclear ribonucleoprotein component	ARBA00018774
NA	2.40.30.10:FF:000029,3.30.230.10:FF:000009,3.40.50.300:FF:000574	116 kDa U5 small nuclear ribonucleoprotein component	ARBA00018774
33208	IPR007857,IPR025799	Protein arginine N-methyltransferase 5	ARBA00018777
NA	2.70.160.11:FF:000003,3.20.20.150:FF:000008,3.40.50.150:FF:000029	Protein arginine N-methyltransferase 5	ARBA00018777
4447	3.20.20.150:FF:000016	Protein arginine N-methyltransferase 5	ARBA00018777
